"Aasta","Maakond","Kultuur","Taimekaitsevahendid kokku Kogus","Taimekaitsevahendid kokku Kogus töödeldud hektari kohta","Putukatõrjevahendid Kogus","Putukatõrjevahendid Kogus töödeldud hektari kohta","Seenhaiguste tõrjevahendid Kogus","Seenhaiguste tõrjevahendid Kogus töödeldud hektari kohta","Umbrohutõrjevahendid Kogus","Umbrohutõrjevahendid Kogus töödeldud hektari kohta","Puhtimispreparaadid Kogus","Puhtimispreparaadid Kogus töödeldud hektari kohta","Kasvuregulaatorid Kogus","Kasvuregulaatorid Kogus töödeldud hektari kohta","Desikandid Kogus","Desikandid Kogus töödeldud hektari kohta","Molluskitsiidid Kogus","Molluskitsiidid Kogus töödeldud hektari kohta"
"2013","Hiiu maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Hiiu maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Hiiu maakond","Maasikad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Hiiu maakond","Muud kultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Ida-Viru maakond","Kultuurid kokku",22836.41,..,1334.92,..,4335.77,..,16810.07,..,..,..,355.65,..,..,..,0.00,..
"2013","Ida-Viru maakond","Teravili",13665.65,..,380.83,..,2770.08,..,10159.09,..,..,..,355.65,..,..,..,0.00,..
"2013","Ida-Viru maakond","Kaunvili",20.00,..,0.00,..,0.00,..,20.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Ida-Viru maakond","Kartul",28.50,..,0.00,..,25.00,..,3.50,..,..,..,0.00,..,..,..,0.00,..
"2013","Ida-Viru maakond","Söödakultuurid",959.09,..,0.00,..,0.00,..,959.09,..,..,..,0.00,..,..,..,0.00,..
"2013","Ida-Viru maakond","Tehnilised kultuurid",8160.15,..,951.07,..,1540.69,..,5668.39,..,..,..,0.00,..,..,..,0.00,..
"2013","Ida-Viru maakond","Avamaaköögivili",3.02,..,3.02,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Ida-Viru maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Ida-Viru maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Ida-Viru maakond","Maasikad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Ida-Viru maakond","Muud kultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Jõgeva maakond","Kultuurid kokku",84521.03,..,5687.15,..,19457.64,..,56939.33,..,..,..,2308.14,..,..,..,128.78,..
"2013","Jõgeva maakond","Teravili",46198.04,..,1572.41,..,12321.05,..,29996.44,..,..,..,2308.14,..,..,..,0.00,..
"2013","Jõgeva maakond","Kaunvili",1413.90,..,0.00,..,0.00,..,1413.90,..,..,..,0.00,..,..,..,0.00,..
"2013","Jõgeva maakond","Kartul",2048.01,..,56.73,..,1605.65,..,385.63,..,..,..,0.00,..,..,..,0.00,..
"2013","Jõgeva maakond","Söödakultuurid",2939.75,..,0.00,..,0.00,..,2939.75,..,..,..,0.00,..,..,..,0.00,..
"2013","Jõgeva maakond","Tehnilised kultuurid",31772.06,..,4048.12,..,5515.23,..,22079.93,..,..,..,0.00,..,..,..,128.78,..
"2013","Jõgeva maakond","Avamaaköögivili",96.67,..,0.00,..,9.00,..,87.67,..,..,..,0.00,..,..,..,0.00,..
"2013","Jõgeva maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Jõgeva maakond","Viljapuud ja marjapõõsad",3.95,..,1.39,..,2.56,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Jõgeva maakond","Maasikad",17.15,..,8.50,..,4.15,..,4.50,..,..,..,0.00,..,..,..,0.00,..
"2013","Jõgeva maakond","Muud kultuurid",31.50,..,0.00,..,0.00,..,31.50,..,..,..,0.00,..,..,..,0.00,..
"2013","Järva maakond","Kultuurid kokku",103969.42,..,6237.26,..,19118.25,..,74233.32,..,..,..,4380.59,..,..,..,0.00,..
"2013","Järva maakond","Teravili",70179.73,..,2650.89,..,13775.00,..,49373.25,..,..,..,4380.59,..,..,..,0.00,..
"2013","Järva maakond","Kaunvili",398.24,..,50.13,..,0.00,..,348.11,..,..,..,0.00,..,..,..,0.00,..
"2013","Järva maakond","Kartul",693.18,..,2.52,..,544.75,..,145.91,..,..,..,0.00,..,..,..,0.00,..
"2013","Järva maakond","Söödakultuurid",4351.53,..,0.00,..,0.00,..,4351.53,..,..,..,0.00,..,..,..,0.00,..
"2013","Järva maakond","Tehnilised kultuurid",27384.13,..,3418.92,..,4781.16,..,19184.04,..,..,..,0.00,..,..,..,0.00,..
"2013","Järva maakond","Avamaaköögivili",21.67,..,4.33,..,17.33,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Järva maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Järva maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Järva maakond","Maasikad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Järva maakond","Muud kultuurid",940.94,..,110.47,..,0.00,..,830.47,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne maakond","Kultuurid kokku",25716.00,..,4629.40,..,4050.54,..,16731.62,..,..,..,304.43,..,..,..,0.00,..
"2013","Lääne maakond","Teravili",16962.06,..,2209.22,..,3193.94,..,11254.47,..,..,..,304.43,..,..,..,0.00,..
"2013","Lääne maakond","Kaunvili",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne maakond","Kartul",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne maakond","Söödakultuurid",872.11,..,0.00,..,0.00,..,872.11,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne maakond","Tehnilised kultuurid",7846.72,..,2415.18,..,856.60,..,4574.94,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne maakond","Avamaaköögivili",30.10,..,0.00,..,0.00,..,30.10,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne maakond","Viljapuud ja marjapõõsad",5.00,..,5.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne maakond","Maasikad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne maakond","Muud kultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne-Viru maakond","Kultuurid kokku",119079.72,..,8048.69,..,21675.95,..,86226.08,..,..,..,3129.01,..,..,..,0.00,..
"2013","Lääne-Viru maakond","Teravili",78185.83,..,2004.86,..,14705.80,..,58346.17,..,..,..,3129.01,..,..,..,0.00,..
"2013","Lääne-Viru maakond","Kaunvili",2690.60,..,125.36,..,0.00,..,2565.24,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne-Viru maakond","Kartul",448.25,..,28.65,..,282.00,..,137.59,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne-Viru maakond","Söödakultuurid",6727.34,..,0.00,..,0.00,..,6727.34,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne-Viru maakond","Tehnilised kultuurid",30949.78,..,5889.40,..,6679.65,..,18380.74,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne-Viru maakond","Avamaaköögivili",8.93,..,0.43,..,8.50,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne-Viru maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne-Viru maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne-Viru maakond","Maasikad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Lääne-Viru maakond","Muud kultuurid",69.00,..,0.00,..,0.00,..,69.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Põlva maakond","Kultuurid kokku",42849.06,..,2882.70,..,6775.24,..,32641.05,..,..,..,550.08,..,..,..,0.00,..
"2013","Põlva maakond","Teravili",25644.68,..,952.43,..,4718.07,..,19424.11,..,..,..,550.08,..,..,..,0.00,..
"2013","Põlva maakond","Kaunvili",305.56,..,14.80,..,0.00,..,290.75,..,..,..,0.00,..,..,..,0.00,..
"2013","Põlva maakond","Kartul",654.17,..,67.58,..,563.19,..,23.40,..,..,..,0.00,..,..,..,0.00,..
"2013","Põlva maakond","Söödakultuurid",1697.04,..,0.00,..,0.00,..,1697.04,..,..,..,0.00,..,..,..,0.00,..
"2013","Põlva maakond","Tehnilised kultuurid",14275.38,..,1795.87,..,1358.39,..,11121.12,..,..,..,0.00,..,..,..,0.00,..
"2013","Põlva maakond","Avamaaköögivili",29.97,..,5.47,..,0.00,..,24.50,..,..,..,0.00,..,..,..,0.00,..
"2013","Põlva maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Põlva maakond","Viljapuud ja marjapõõsad",142.50,..,35.70,..,102.80,..,4.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Põlva maakond","Maasikad",95.10,..,10.85,..,32.79,..,51.46,..,..,..,0.00,..,..,..,0.00,..
"2013","Põlva maakond","Muud kultuurid",4.67,..,0.00,..,0.00,..,4.67,..,..,..,0.00,..,..,..,0.00,..
"2013","Pärnu maakond","Kultuurid kokku",43212.43,..,3230.77,..,7733.66,..,30855.98,..,..,..,1392.02,..,..,..,0.00,..
"2013","Pärnu maakond","Teravili",30689.66,..,1481.56,..,6241.20,..,21574.87,..,..,..,1392.02,..,..,..,0.00,..
"2013","Pärnu maakond","Kaunvili",716.05,..,111.53,..,0.00,..,604.52,..,..,..,0.00,..,..,..,0.00,..
"2013","Pärnu maakond","Kartul",34.61,..,3.84,..,28.41,..,2.36,..,..,..,0.00,..,..,..,0.00,..
"2013","Pärnu maakond","Söödakultuurid",1040.09,..,0.00,..,0.00,..,1040.09,..,..,..,0.00,..,..,..,0.00,..
"2013","Pärnu maakond","Tehnilised kultuurid",10248.28,..,1591.57,..,1426.37,..,7230.34,..,..,..,0.00,..,..,..,0.00,..
"2013","Pärnu maakond","Avamaaköögivili",4.91,..,4.91,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Pärnu maakond","Katmikkultuurid",4.00,..,0.81,..,3.20,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Pärnu maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Pärnu maakond","Maasikad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Pärnu maakond","Muud kultuurid",474.83,..,36.55,..,34.48,..,403.80,..,..,..,0.00,..,..,..,0.00,..
"2013","Rapla maakond","Kultuurid kokku",49185.80,..,3818.97,..,6422.91,..,38292.74,..,..,..,651.17,..,..,..,0.00,..
"2013","Rapla maakond","Teravili",30830.41,..,1211.55,..,4270.97,..,24696.72,..,..,..,651.17,..,..,..,0.00,..
"2013","Rapla maakond","Kaunvili",170.32,..,25.43,..,0.00,..,144.89,..,..,..,0.00,..,..,..,0.00,..
"2013","Rapla maakond","Kartul",53.42,..,0.00,..,52.59,..,0.82,..,..,..,0.00,..,..,..,0.00,..
"2013","Rapla maakond","Söödakultuurid",2776.76,..,0.00,..,0.00,..,2776.76,..,..,..,0.00,..,..,..,0.00,..
"2013","Rapla maakond","Tehnilised kultuurid",14978.69,..,2581.99,..,2098.14,..,10298.56,..,..,..,0.00,..,..,..,0.00,..
"2013","Rapla maakond","Avamaaköögivili",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Rapla maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Rapla maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Rapla maakond","Maasikad",1.20,..,0.00,..,1.20,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Rapla maakond","Muud kultuurid",375.00,..,0.00,..,0.00,..,375.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Saare maakond","Kultuurid kokku",16593.56,..,430.29,..,162.67,..,16000.60,..,..,..,0.00,..,..,..,0.00,..
"2013","Saare maakond","Teravili",10464.22,..,88.58,..,158.60,..,10217.05,..,..,..,0.00,..,..,..,0.00,..
"2013","Saare maakond","Kaunvili",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Saare maakond","Kartul",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Saare maakond","Söödakultuurid",2666.62,..,0.00,..,0.00,..,2666.62,..,..,..,0.00,..,..,..,0.00,..
"2013","Saare maakond","Tehnilised kultuurid",3088.25,..,341.71,..,4.07,..,2742.46,..,..,..,0.00,..,..,..,0.00,..
"2013","Saare maakond","Avamaaköögivili",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Saare maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Saare maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Saare maakond","Maasikad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Saare maakond","Muud kultuurid",374.47,..,0.00,..,0.00,..,374.47,..,..,..,0.00,..,..,..,0.00,..
"2013","Tartu maakond","Kultuurid kokku",107125.04,..,7167.54,..,23510.10,..,69609.69,..,..,..,6837.72,..,..,..,0.00,..
"2013","Tartu maakond","Teravili",69690.48,..,2538.51,..,16780.22,..,43534.04,..,..,..,6837.72,..,..,..,0.00,..
"2013","Tartu maakond","Kaunvili",2136.99,..,397.99,..,0.00,..,1738.99,..,..,..,0.00,..,..,..,0.00,..
"2013","Tartu maakond","Kartul",2451.04,..,176.31,..,1548.12,..,726.61,..,..,..,0.00,..,..,..,0.00,..
"2013","Tartu maakond","Söödakultuurid",4101.46,..,0.00,..,0.00,..,4101.46,..,..,..,0.00,..,..,..,0.00,..
"2013","Tartu maakond","Tehnilised kultuurid",27041.73,..,3534.62,..,4925.99,..,18581.13,..,..,..,0.00,..,..,..,0.00,..
"2013","Tartu maakond","Avamaaköögivili",586.16,..,265.98,..,169.59,..,150.59,..,..,..,0.00,..,..,..,0.00,..
"2013","Tartu maakond","Katmikkultuurid",5.77,..,2.00,..,3.77,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Tartu maakond","Viljapuud ja marjapõõsad",174.59,..,28.59,..,75.93,..,70.07,..,..,..,0.00,..,..,..,0.00,..
"2013","Tartu maakond","Maasikad",27.43,..,10.67,..,6.48,..,10.27,..,..,..,0.00,..,..,..,0.00,..
"2013","Tartu maakond","Muud kultuurid",909.40,..,212.86,..,0.00,..,696.54,..,..,..,0.00,..,..,..,0.00,..
"2013","Valga maakond","Kultuurid kokku",30886.31,..,1871.63,..,3799.07,..,24548.34,..,..,..,667.28,..,..,..,0.00,..
"2013","Valga maakond","Teravili",20876.95,..,886.62,..,2446.02,..,16877.04,..,..,..,667.28,..,..,..,0.00,..
"2013","Valga maakond","Kaunvili",1244.78,..,5.89,..,0.00,..,1238.89,..,..,..,0.00,..,..,..,0.00,..
"2013","Valga maakond","Kartul",86.00,..,1.49,..,68.16,..,16.36,..,..,..,0.00,..,..,..,0.00,..
"2013","Valga maakond","Söödakultuurid",1371.30,..,0.00,..,0.00,..,1371.30,..,..,..,0.00,..,..,..,0.00,..
"2013","Valga maakond","Tehnilised kultuurid",7188.96,..,965.85,..,1202.84,..,5020.27,..,..,..,0.00,..,..,..,0.00,..
"2013","Valga maakond","Avamaaköögivili",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Valga maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Valga maakond","Viljapuud ja marjapõõsad",16.90,..,3.73,..,1.60,..,11.57,..,..,..,0.00,..,..,..,0.00,..
"2013","Valga maakond","Maasikad",101.42,..,8.05,..,80.45,..,12.92,..,..,..,0.00,..,..,..,0.00,..
"2013","Valga maakond","Muud kultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Viljandi maakond","Kultuurid kokku",94000.30,..,8326.34,..,18728.94,..,64906.92,..,..,..,2038.10,..,..,..,0.00,..
"2013","Viljandi maakond","Teravili",55343.40,..,4012.48,..,12876.83,..,36416.00,..,..,..,2038.10,..,..,..,0.00,..
"2013","Viljandi maakond","Kaunvili",1327.79,..,71.77,..,0.00,..,1256.02,..,..,..,0.00,..,..,..,0.00,..
"2013","Viljandi maakond","Kartul",510.65,..,20.23,..,481.30,..,9.13,..,..,..,0.00,..,..,..,0.00,..
"2013","Viljandi maakond","Söödakultuurid",9347.26,..,0.00,..,0.00,..,9347.26,..,..,..,0.00,..,..,..,0.00,..
"2013","Viljandi maakond","Tehnilised kultuurid",27082.66,..,4173.77,..,5277.72,..,17631.17,..,..,..,0.00,..,..,..,0.00,..
"2013","Viljandi maakond","Avamaaköögivili",61.93,..,5.03,..,5.00,..,51.91,..,..,..,0.00,..,..,..,0.00,..
"2013","Viljandi maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Viljandi maakond","Viljapuud ja marjapõõsad",143.00,..,43.07,..,37.69,..,62.24,..,..,..,0.00,..,..,..,0.00,..
"2013","Viljandi maakond","Maasikad",50.41,..,0.00,..,50.41,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Viljandi maakond","Muud kultuurid",133.20,..,0.00,..,0.00,..,133.20,..,..,..,0.00,..,..,..,0.00,..
"2013","Võru maakond","Kultuurid kokku",20594.42,..,1623.61,..,3947.10,..,15002.67,..,..,..,21.04,..,..,..,0.00,..
"2013","Võru maakond","Teravili",13867.42,..,676.78,..,2635.11,..,10534.49,..,..,..,21.04,..,..,..,0.00,..
"2013","Võru maakond","Kaunvili",253.40,..,0.00,..,0.00,..,253.40,..,..,..,0.00,..,..,..,0.00,..
"2013","Võru maakond","Kartul",945.71,..,39.19,..,834.77,..,71.75,..,..,..,0.00,..,..,..,0.00,..
"2013","Võru maakond","Söödakultuurid",195.83,..,0.00,..,0.00,..,195.83,..,..,..,0.00,..,..,..,0.00,..
"2013","Võru maakond","Tehnilised kultuurid",5182.16,..,885.99,..,461.44,..,3834.73,..,..,..,0.00,..,..,..,0.00,..
"2013","Võru maakond","Avamaaköögivili",80.33,..,7.14,..,0.00,..,73.19,..,..,..,0.00,..,..,..,0.00,..
"2013","Võru maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Võru maakond","Viljapuud ja marjapõõsad",30.29,..,14.50,..,15.79,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2013","Võru maakond","Maasikad",39.29,..,0.00,..,0.00,..,39.29,..,..,..,0.00,..,..,..,0.00,..
"2013","Võru maakond","Muud kultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Kogu Eesti","Kultuurid kokku",889616.07,..,57162.97,..,174095.47,..,621207.51,..,..,..,36862.67,..,..,..,287.46,..
"2014","Kogu Eesti","Teravili",580020.62,..,25241.84,..,123926.01,..,394331.21,..,..,..,36521.56,..,..,..,0.00,..
"2014","Kogu Eesti","Kaunvili",18277.45,..,932.39,..,266.40,..,17078.66,..,..,..,0.00,..,..,..,0.00,..
"2014","Kogu Eesti","Kartul",10497.30,..,274.11,..,8550.86,..,1672.34,..,..,..,0.00,..,..,..,0.00,..
"2014","Kogu Eesti","Söödakultuurid",40177.53,..,64.33,..,61.06,..,40052.15,..,..,..,0.00,..,..,..,0.00,..
"2014","Kogu Eesti","Tehnilised kultuurid",234203.77,..,30121.56,..,40449.60,..,162937.66,..,..,..,341.11,..,..,..,287.46,..
"2014","Kogu Eesti","Avamaaköögivili",4220.21,..,287.07,..,321.60,..,3611.55,..,..,..,0.00,..,..,..,0.00,..
"2014","Kogu Eesti","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Kogu Eesti","Viljapuud ja marjapõõsad",983.03,..,136.26,..,481.31,..,365.45,..,..,..,0.00,..,..,..,0.00,..
"2014","Kogu Eesti","Maasikad",269.60,..,38.53,..,37.63,..,193.43,..,..,..,0.00,..,..,..,0.00,..
"2014","Kogu Eesti","Muud kultuurid",1032.96,..,66.89,..,1.00,..,965.07,..,..,..,0.00,..,..,..,0.00,..
"2014","Harju maakond","Kultuurid kokku",46957.27,..,2273.47,..,9713.11,..,33430.19,..,..,..,1540.51,..,..,..,0.00,..
"2014","Harju maakond","Teravili",30252.07,..,1004.43,..,4574.49,..,23132.64,..,..,..,1540.51,..,..,..,0.00,..
"2014","Harju maakond","Kaunvili",419.73,..,58.32,..,70.76,..,290.65,..,..,..,0.00,..,..,..,0.00,..
"2014","Harju maakond","Kartul",3269.43,..,49.55,..,3179.39,..,40.49,..,..,..,0.00,..,..,..,0.00,..
"2014","Harju maakond","Söödakultuurid",1638.80,..,0.00,..,0.00,..,1638.80,..,..,..,0.00,..,..,..,0.00,..
"2014","Harju maakond","Tehnilised kultuurid",9306.91,..,940.23,..,1601.07,..,6765.61,..,..,..,0.00,..,..,..,0.00,..
"2014","Harju maakond","Avamaaköögivili",2047.20,..,211.70,..,278.50,..,1557.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Harju maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Harju maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Harju maakond","Maasikad",20.90,..,8.00,..,7.90,..,5.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Harju maakond","Muud kultuurid",2.24,..,1.24,..,1.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Hiiu maakond","Kultuurid kokku",428.19,..,0.00,..,130.00,..,298.19,..,..,..,0.00,..,..,..,0.00,..
"2014","Hiiu maakond","Teravili",241.56,..,0.00,..,130.00,..,111.56,..,..,..,0.00,..,..,..,0.00,..
"2014","Hiiu maakond","Kaunvili",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Hiiu maakond","Kartul",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Hiiu maakond","Söödakultuurid",186.63,..,0.00,..,0.00,..,186.63,..,..,..,0.00,..,..,..,0.00,..
"2014","Hiiu maakond","Tehnilised kultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Hiiu maakond","Avamaaköögivili",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Hiiu maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Hiiu maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Hiiu maakond","Maasikad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Hiiu maakond","Muud kultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Ida-Viru maakond","Kultuurid kokku",28941.49,..,1924.38,..,4677.02,..,21863.14,..,..,..,476.95,..,..,..,0.00,..
"2014","Ida-Viru maakond","Teravili",19642.92,..,1026.69,..,3272.06,..,14867.23,..,..,..,476.95,..,..,..,0.00,..
"2014","Ida-Viru maakond","Kaunvili",109.28,..,0.00,..,0.00,..,109.28,..,..,..,0.00,..,..,..,0.00,..
"2014","Ida-Viru maakond","Kartul",388.96,..,0.00,..,18.91,..,370.05,..,..,..,0.00,..,..,..,0.00,..
"2014","Ida-Viru maakond","Söödakultuurid",101.00,..,0.00,..,0.00,..,101.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Ida-Viru maakond","Tehnilised kultuurid",8681.65,..,894.74,..,1385.72,..,6401.19,..,..,..,0.00,..,..,..,0.00,..
"2014","Ida-Viru maakond","Avamaaköögivili",6.70,..,2.95,..,0.00,..,3.75,..,..,..,0.00,..,..,..,0.00,..
"2014","Ida-Viru maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Ida-Viru maakond","Viljapuud ja marjapõõsad",10.98,..,0.00,..,0.34,..,10.64,..,..,..,0.00,..,..,..,0.00,..
"2014","Ida-Viru maakond","Maasikad",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Ida-Viru maakond","Muud kultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Jõgeva maakond","Kultuurid kokku",97743.70,..,6313.44,..,24512.82,..,59483.31,..,..,..,7146.67,..,..,..,287.46,..
"2014","Jõgeva maakond","Teravili",58945.79,..,2229.93,..,16683.99,..,32885.19,..,..,..,7146.67,..,..,..,0.00,..
"2014","Jõgeva maakond","Kaunvili",2346.31,..,62.19,..,0.00,..,2284.12,..,..,..,0.00,..,..,..,0.00,..
"2014","Jõgeva maakond","Kartul",637.62,..,61.35,..,378.31,..,197.96,..,..,..,0.00,..,..,..,0.00,..
"2014","Jõgeva maakond","Söödakultuurid",3455.75,..,0.00,..,0.00,..,3455.75,..,..,..,0.00,..,..,..,0.00,..
"2014","Jõgeva maakond","Tehnilised kultuurid",31293.89,..,3952.75,..,7427.93,..,19625.75,..,..,..,0.00,..,..,..,287.46,..
"2014","Jõgeva maakond","Avamaaköögivili",1029.98,..,0.26,..,20.00,..,1009.72,..,..,..,0.00,..,..,..,0.00,..
"2014","Jõgeva maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Jõgeva maakond","Viljapuud ja marjapõõsad",21.57,..,1.83,..,2.59,..,17.15,..,..,..,0.00,..,..,..,0.00,..
"2014","Jõgeva maakond","Maasikad",12.80,..,5.13,..,0.00,..,7.67,..,..,..,0.00,..,..,..,0.00,..
"2014","Jõgeva maakond","Muud kultuurid",0.00,..,0.00,..,0.00,..,0.00,..,..,..,0.00,..,..,..,0.00,..
"2014","Järva maakond","Kultuurid kokku",126391.48,..,8354.29,..,24952.83,..,88249.13,..,..,..,4835.24,..,..,..,0.00,..
