"Aasta","Maakond","Kultuur","Taimekaitsevahendid kokku Kogus","Taimekaitsevahendid kokku Kogus töödeldud hektari kohta","Putukatõrjevahendid Kogus","Putukatõrjevahendid Kogus töödeldud hektari kohta","Seenhaiguste tõrjevahendid Kogus","Seenhaiguste tõrjevahendid Kogus töödeldud hektari kohta","Umbrohutõrjevahendid Kogus","Umbrohutõrjevahendid Kogus töödeldud hektari kohta","Puhtimispreparaadid Kogus","Puhtimispreparaadid Kogus töödeldud hektari kohta","Kasvuregulaatorid Kogus","Kasvuregulaatorid Kogus töödeldud hektari kohta","Desikandid Kogus","Desikandid Kogus töödeldud hektari kohta","Molluskitsiidid Kogus","Molluskitsiidid Kogus töödeldud hektari kohta"
"2002","Kogu Eesti","Kultuurid kokku",267200.60,..,5836.80,0.08,19059.10,0.42,210800.70,0.68,10361.30,0.21,21124.70,0.61,18.00,0.30,..,..
"2002","Kogu Eesti","Teravili",199318.50,..,3404.30,0.08,10606.70,0.28,154262.60,0.62,9920.40,0.21,21124.70,0.61,0.00,0.00,..,..
"2002","Kogu Eesti","Kaunvili",1851.60,..,63.20,0.09,36.60,0.92,1745.50,0.85,6.30,0.12,0.00,0.00,0.00,0.00,..,..
"2002","Kogu Eesti","Kartul",8960.10,..,333.10,0.14,7273.80,2.14,1082.00,0.29,271.20,0.13,0.00,0.00,0.00,0.00,..,..
"2002","Kogu Eesti","Söödakultuurid",5823.50,..,18.20,0.07,3.00,0.13,5767.50,0.83,16.90,0.44,0.00,0.00,18.00,0.30,..,..
"2002","Kogu Eesti","Tehnilised kultuurid",39508.60,..,1461.40,0.07,1027.50,0.35,36873.10,0.82,146.60,0.16,0.00,0.00,0.00,0.00,..,..
"2002","Kogu Eesti","Avamaaköögivili",1454.30,..,421.10,0.36,0.00,0.00,1033.20,1.05,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Kogu Eesti","Katmikkultuurid",67.10,..,33.50,2.02,33.60,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Kogu Eesti","Viljapuud ja marjapõõsad",115.50,..,81.40,0.28,16.10,0.11,18.00,1.98,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Kogu Eesti","Maasikad",314.30,..,19.80,0.20,61.90,0.69,232.60,2.94,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Kogu Eesti","Muud kultuurid",9787.10,..,0.90,0.24,0.00,0.00,9786.20,1.87,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Harju maakond","Kultuurid kokku",24305.50,..,735.40,0.10,2016.70,0.47,19070.00,0.85,789.90,0.18,1685.50,0.68,8.00,0.30,..,..
"2002","Harju maakond","Teravili",17391.10,..,275.50,0.07,814.90,0.26,13902.10,0.86,713.10,0.19,1685.50,0.68,0.00,0.00,..,..
"2002","Harju maakond","Kaunvili",282.90,..,0.30,0.01,0.00,0.00,276.40,0.59,6.30,0.12,0.00,0.00,0.00,0.00,..,..
"2002","Harju maakond","Kartul",1538.40,..,9.80,0.02,1113.20,1.45,353.50,0.57,61.90,0.13,0.00,0.00,0.00,0.00,..,..
"2002","Harju maakond","Söödakultuurid",672.60,..,6.80,0.10,3.00,0.13,654.90,0.68,0.00,0.00,0.00,0.00,8.00,0.30,..,..
"2002","Harju maakond","Tehnilised kultuurid",2365.20,..,43.40,0.03,68.50,0.20,2244.70,0.83,8.60,0.15,0.00,0.00,0.00,0.00,..,..
"2002","Harju maakond","Avamaaköögivili",949.20,..,389.60,0.38,0.00,0.00,559.60,0.91,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Harju maakond","Katmikkultuurid",27.20,..,10.10,1.65,17.20,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Harju maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Harju maakond","Maasikad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Harju maakond","Muud kultuurid",1078.80,..,0.00,0.00,0.00,0.00,1078.80,1.19,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Hiiu maakond","Kultuurid kokku",341.00,..,4.80,0.19,106.20,2.81,215.00,0.36,2.60,0.11,12.40,0.89,0.00,0.00,..,..
"2002","Hiiu maakond","Teravili",118.10,..,0.70,0.08,1.50,0.11,102.40,0.22,1.10,0.10,12.40,0.89,0.00,0.00,..,..
"2002","Hiiu maakond","Kaunvili",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Hiiu maakond","Kartul",105.70,..,1.90,0.17,101.50,4.40,0.90,0.05,1.50,0.13,0.00,0.00,0.00,0.00,..,..
"2002","Hiiu maakond","Söödakultuurid",45.10,..,0.00,0.00,0.00,0.00,45.10,0.71,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Hiiu maakond","Tehnilised kultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Hiiu maakond","Avamaaköögivili",37.40,..,0.10,0.02,0.00,0.00,37.30,1.49,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Hiiu maakond","Katmikkultuurid",5.20,..,2.00,2.04,3.20,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Hiiu maakond","Viljapuud ja marjapõõsad",0.30,..,0.20,0.28,0.00,0.09,0.10,2.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Hiiu maakond","Maasikad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Hiiu maakond","Muud kultuurid",29.40,..,0.00,0.00,0.00,0.00,29.40,1.44,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Ida-Viru maakond","Kultuurid kokku",4562.60,..,266.40,0.29,351.00,0.87,3752.80,0.66,97.80,0.32,94.60,0.52,0.00,0.00,..,..
"2002","Ida-Viru maakond","Teravili",3286.70,..,146.00,0.50,95.60,0.39,2861.00,0.67,89.60,0.37,94.60,0.52,0.00,0.00,..,..
"2002","Ida-Viru maakond","Kaunvili",0.80,..,0.10,0.10,0.00,0.00,0.70,0.70,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Ida-Viru maakond","Kartul",268.80,..,13.30,0.17,228.90,2.48,20.90,0.16,5.60,0.13,0.00,0.00,0.00,0.00,..,..
"2002","Ida-Viru maakond","Söödakultuurid",71.50,..,0.00,0.00,0.00,0.00,71.50,0.36,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Ida-Viru maakond","Tehnilised kultuurid",855.10,..,105.90,0.20,25.70,0.40,721.00,0.71,2.60,0.15,0.00,0.00,0.00,0.00,..,..
"2002","Ida-Viru maakond","Avamaaköögivili",28.70,..,0.90,0.20,0.00,0.00,27.70,2.47,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Ida-Viru maakond","Katmikkultuurid",0.90,..,0.20,0.15,0.80,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Ida-Viru maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Ida-Viru maakond","Maasikad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Ida-Viru maakond","Muud kultuurid",50.00,..,0.00,0.00,0.00,0.00,50.00,1.93,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Jõgeva maakond","Kultuurid kokku",25117.10,..,352.00,0.06,1668.00,0.47,22392.80,0.63,165.10,0.05,537.70,0.63,1.50,0.30,..,..
"2002","Jõgeva maakond","Teravili",16573.90,..,177.90,0.05,847.80,0.28,14867.50,0.56,143.00,0.05,537.70,0.63,0.00,0.00,..,..
"2002","Jõgeva maakond","Kaunvili",30.90,..,2.30,0.12,0.00,0.00,28.50,0.59,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Jõgeva maakond","Kartul",846.40,..,6.00,0.07,733.70,2.01,87.00,0.11,19.60,0.13,0.00,0.00,0.00,0.00,..,..
"2002","Jõgeva maakond","Söödakultuurid",430.10,..,0.10,0.02,0.00,0.00,428.40,0.69,0.00,0.00,0.00,0.00,1.50,0.30,..,..
"2002","Jõgeva maakond","Tehnilised kultuurid",6469.90,..,159.90,0.07,76.90,0.75,6230.70,0.87,2.40,0.07,0.00,0.00,0.00,0.00,..,..
"2002","Jõgeva maakond","Avamaaköögivili",219.90,..,3.60,0.09,0.00,0.00,216.30,0.96,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Jõgeva maakond","Katmikkultuurid",9.40,..,2.20,1.54,7.20,5.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Jõgeva maakond","Viljapuud ja marjapõõsad",2.40,..,0.00,0.00,2.40,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Jõgeva maakond","Maasikad",61.70,..,0.00,0.00,0.00,0.00,61.70,5.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Jõgeva maakond","Muud kultuurid",472.60,..,0.00,0.00,0.00,0.00,472.60,1.12,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Järva maakond","Kultuurid kokku",30051.70,..,292.10,0.07,1758.90,0.39,23421.80,0.60,1350.70,0.19,3227.90,0.73,0.30,0.30,..,..
"2002","Järva maakond","Teravili",21840.70,..,136.40,0.11,1133.80,0.27,16007.40,0.53,1335.30,0.19,3227.90,0.73,0.00,0.00,..,..
"2002","Järva maakond","Kaunvili",163.40,..,6.40,0.10,10.80,0.92,146.20,0.89,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Järva maakond","Kartul",673.50,..,0.30,0.01,611.30,3.27,60.00,0.31,1.90,0.13,0.00,0.00,0.00,0.00,..,..
"2002","Järva maakond","Söödakultuurid",1281.00,..,0.10,0.03,0.00,0.00,1272.10,0.72,8.60,0.54,0.00,0.00,0.30,0.30,..,..
"2002","Järva maakond","Tehnilised kultuurid",5788.30,..,148.50,0.05,3.10,0.02,5631.80,0.82,4.90,0.15,0.00,0.00,0.00,0.00,..,..
"2002","Järva maakond","Avamaaköögivili",5.00,..,0.40,0.18,0.00,0.00,4.60,0.97,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Järva maakond","Katmikkultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Järva maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Järva maakond","Maasikad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Järva maakond","Muud kultuurid",299.70,..,0.00,0.00,0.00,0.00,299.70,2.53,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Lääne maakond","Kultuurid kokku",7064.50,..,231.30,0.08,369.10,0.39,5542.70,0.67,288.60,0.15,628.30,0.56,4.60,0.30,..,..
"2002","Lääne maakond","Teravili",5469.40,..,164.90,0.08,178.30,0.24,4235.10,0.61,262.80,0.16,628.30,0.56,0.00,0.00,..,..
"2002","Lääne maakond","Kaunvili",97.80,..,0.90,0.02,0.00,0.00,96.90,0.89,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Lääne maakond","Kartul",197.60,..,29.90,0.17,118.50,2.13,25.40,0.17,23.80,0.13,0.00,0.00,0.00,0.00,..,..
"2002","Lääne maakond","Söödakultuurid",184.80,..,0.80,0.03,0.00,0.00,179.40,1.13,0.00,0.00,0.00,0.00,4.60,0.30,..,..
"2002","Lääne maakond","Tehnilised kultuurid",344.70,..,9.30,0.04,19.90,0.40,313.50,0.53,2.00,0.15,0.00,0.00,0.00,0.00,..,..
"2002","Lääne maakond","Avamaaköögivili",5.20,..,0.60,0.25,0.00,0.00,4.60,1.35,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Lääne maakond","Katmikkultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Lääne maakond","Viljapuud ja marjapõõsad",13.70,..,9.60,0.28,1.30,0.11,2.80,1.96,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Lääne maakond","Maasikad",206.10,..,15.30,0.20,51.20,0.69,139.60,3.04,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Lääne maakond","Muud kultuurid",545.40,..,0.00,0.00,0.00,0.00,545.40,2.11,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Lääne-Viru maakond","Kultuurid kokku",50732.60,..,1072.50,0.08,2896.10,0.31,37640.00,0.79,4696.40,0.44,4425.70,0.51,2.00,0.30,..,..
"2002","Lääne-Viru maakond","Teravili",40869.20,..,685.30,0.08,2353.90,0.27,28769.50,0.78,4634.80,0.45,4425.70,0.51,0.00,0.00,..,..
"2002","Lääne-Viru maakond","Kaunvili",90.10,..,1.60,0.03,0.00,0.00,88.50,1.34,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Lääne-Viru maakond","Kartul",582.90,..,3.60,0.01,521.40,1.20,13.80,0.03,44.00,0.13,0.00,0.00,0.00,0.00,..,..
"2002","Lääne-Viru maakond","Söödakultuurid",644.30,..,0.30,0.03,0.00,0.00,642.00,1.31,0.00,0.00,0.00,0.00,2.00,0.30,..,..
"2002","Lääne-Viru maakond","Tehnilised kultuurid",6970.10,..,312.10,0.07,20.80,0.19,6619.70,0.78,17.50,0.15,0.00,0.00,0.00,0.00,..,..
"2002","Lääne-Viru maakond","Avamaaköögivili",44.10,..,7.80,0.31,0.00,0.00,36.30,1.26,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Lääne-Viru maakond","Katmikkultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Lääne-Viru maakond","Viljapuud ja marjapõõsad",61.70,..,61.70,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Lääne-Viru maakond","Maasikad",0.00,..,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Lääne-Viru maakond","Muud kultuurid",1470.20,..,0.00,0.00,0.00,0.00,1470.20,1.77,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Põlva maakond","Kultuurid kokku",10128.60,..,225.70,0.05,1213.50,0.50,8020.90,0.51,35.50,0.02,633.10,0.60,0.00,0.00,..,..
"2002","Põlva maakond","Teravili",8451.00,..,143.50,0.04,791.10,0.37,6850.50,0.50,32.80,0.02,633.10,0.60,0.00,0.00,..,..
"2002","Põlva maakond","Kaunvili",29.00,..,8.00,0.09,0.00,0.00,21.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Põlva maakond","Kartul",61.80,..,14.50,0.13,36.90,2.12,7.80,0.07,2.60,0.13,0.00,0.00,0.00,0.00,..,..
"2002","Põlva maakond","Söödakultuurid",249.10,..,0.00,0.00,0.00,0.00,249.10,1.08,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Põlva maakond","Tehnilised kultuurid",1332.10,..,59.10,0.06,385.60,1.50,887.40,0.62,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Põlva maakond","Avamaaköögivili",5.70,..,0.60,0.15,0.00,0.00,5.10,2.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Põlva maakond","Katmikkultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Põlva maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Põlva maakond","Maasikad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Põlva maakond","Muud kultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Pärnu maakond","Kultuurid kokku",16468.30,..,378.50,0.06,1470.20,0.44,12260.10,0.69,648.50,0.14,1709.30,0.74,1.70,0.30,..,..
"2002","Pärnu maakond","Teravili",12763.00,..,253.80,0.06,267.10,0.12,9925.00,0.67,607.90,0.14,1709.30,0.74,0.00,0.00,..,..
"2002","Pärnu maakond","Kaunvili",127.20,..,4.30,0.07,6.30,0.92,116.60,0.59,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Pärnu maakond","Kartul",1681.80,..,71.40,0.24,1157.30,2.13,420.70,1.30,32.40,0.13,0.00,0.00,0.00,0.00,..,..
"2002","Pärnu maakond","Söödakultuurid",581.00,..,9.90,0.08,0.00,0.00,561.20,1.21,8.30,0.37,0.00,0.00,1.70,0.30,..,..
"2002","Pärnu maakond","Tehnilised kultuurid",941.10,..,30.10,0.02,33.30,0.07,877.70,0.49,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Pärnu maakond","Avamaaköögivili",23.00,..,1.90,0.33,0.00,0.00,21.10,1.81,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Pärnu maakond","Katmikkultuurid",7.70,..,5.80,3.43,1.90,5.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Pärnu maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Pärnu maakond","Maasikad",35.10,..,1.30,0.20,4.40,0.69,29.50,1.81,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Pärnu maakond","Muud kultuurid",308.50,..,0.00,0.00,0.00,0.00,308.50,1.05,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Rapla maakond","Kultuurid kokku",15017.10,..,235.30,0.07,1686.60,0.55,11811.60,0.70,249.00,0.10,1034.70,0.60,0.00,0.00,..,..
"2002","Rapla maakond","Teravili",12009.40,..,99.90,0.06,978.70,0.42,9667.30,0.70,228.80,0.10,1034.70,0.60,0.00,0.00,..,..
"2002","Rapla maakond","Kaunvili",69.50,..,1.50,0.04,0.00,0.00,68.00,1.36,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Rapla maakond","Kartul",681.70,..,58.90,0.40,599.80,2.13,5.40,0.04,17.70,0.13,0.00,0.00,0.00,0.00,..,..
"2002","Rapla maakond","Söödakultuurid",484.40,..,0.00,0.00,0.00,0.00,484.40,0.99,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Rapla maakond","Tehnilised kultuurid",1600.20,..,73.90,0.06,106.40,0.23,1417.40,0.64,2.50,0.15,0.00,0.00,0.00,0.00,..,..
"2002","Rapla maakond","Avamaaköögivili",15.60,..,0.30,0.29,0.00,0.00,15.30,1.98,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Rapla maakond","Katmikkultuurid",2.50,..,0.80,1.88,1.70,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Rapla maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Rapla maakond","Maasikad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Rapla maakond","Muud kultuurid",153.80,..,0.00,0.00,0.00,0.00,153.80,1.56,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Saare maakond","Kultuurid kokku",1608.00,..,13.70,0.02,133.50,0.39,1163.10,0.34,66.20,0.08,231.50,0.54,0.00,0.00,..,..
"2002","Saare maakond","Teravili",1048.60,..,7.50,0.01,70.60,0.23,680.50,0.25,58.50,0.07,231.50,0.54,0.00,0.00,..,..
"2002","Saare maakond","Kaunvili",26.30,..,0.30,0.07,0.00,0.00,26.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Saare maakond","Kartul",68.30,..,5.20,0.17,57.40,2.12,1.70,0.05,4.10,0.13,0.00,0.00,0.00,0.00,..,..
"2002","Saare maakond","Söödakultuurid",175.00,..,0.00,0.00,0.00,0.00,175.00,0.96,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Saare maakond","Tehnilised kultuurid",232.20,..,0.80,0.01,5.50,0.40,222.30,0.64,3.60,0.17,0.00,0.00,0.00,0.00,..,..
"2002","Saare maakond","Avamaaköögivili",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Saare maakond","Katmikkultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Saare maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Saare maakond","Maasikad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Saare maakond","Muud kultuurid",57.60,..,0.00,0.00,0.00,0.00,57.60,1.60,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Tartu maakond","Kultuurid kokku",35875.80,..,411.90,0.05,1935.90,0.32,29618.00,0.63,437.90,0.06,3472.10,0.55,0.00,0.00,..,..
"2002","Tartu maakond","Teravili",26779.00,..,196.10,0.04,1395.20,0.28,21298.20,0.56,417.40,0.06,3472.10,0.55,0.00,0.00,..,..
"2002","Tartu maakond","Kaunvili",415.70,..,32.00,0.19,11.30,1.00,372.40,1.11,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Tartu maakond","Kartul",314.20,..,7.50,0.16,292.10,2.38,14.40,0.09,0.20,0.13,0.00,0.00,0.00,0.00,..,..
"2002","Tartu maakond","Söödakultuurid",559.80,..,0.20,0.01,0.00,0.00,559.50,0.60,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Tartu maakond","Tehnilised kultuurid",4878.20,..,160.40,0.05,228.60,0.26,4468.90,0.78,20.30,0.15,0.00,0.00,0.00,0.00,..,..
"2002","Tartu maakond","Avamaaköögivili",0.50,..,0.20,0.09,0.00,0.00,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Tartu maakond","Katmikkultuurid",10.50,..,10.50,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Tartu maakond","Viljapuud ja marjapõõsad",21.70,..,3.90,0.02,6.80,0.06,11.00,1.80,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Tartu maakond","Maasikad",3.70,..,1.00,0.15,2.00,0.48,0.70,0.18,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Tartu maakond","Muud kultuurid",2892.60,..,0.00,0.00,0.00,0.00,2892.60,2.32,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Valga maakond","Kultuurid kokku",10457.20,..,348.50,0.12,1136.90,0.41,8369.10,0.54,104.90,0.15,497.90,0.57,0.00,0.00,..,..
"2002","Valga maakond","Teravili",7758.90,..,248.00,0.14,663.10,0.26,6265.00,0.49,84.80,0.16,497.90,0.57,0.00,0.00,..,..
"2002","Valga maakond","Kaunvili",112.40,..,0.30,0.01,0.00,0.00,112.10,0.71,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Valga maakond","Kartul",554.20,..,25.10,0.17,472.10,2.40,37.00,0.30,20.00,0.13,0.00,0.00,0.00,0.00,..,..
"2002","Valga maakond","Söödakultuurid",80.20,..,0.00,0.00,0.00,0.00,80.20,1.66,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Valga maakond","Tehnilised kultuurid",1561.20,..,65.30,0.08,0.00,0.00,1495.90,0.78,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Valga maakond","Avamaaköögivili",24.90,..,7.20,0.41,0.00,0.00,17.70,0.94,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Valga maakond","Katmikkultuurid",2.70,..,1.00,2.06,1.60,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Valga maakond","Viljapuud ja marjapõõsad",1.30,..,0.90,0.28,0.10,0.11,0.30,2.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Valga maakond","Maasikad",0.50,..,0.50,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Valga maakond","Muud kultuurid",360.90,..,0.00,0.00,0.00,0.00,360.90,1.35,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Viljandi maakond","Kultuurid kokku",25883.00,..,649.00,0.10,1274.00,0.52,20904.90,0.75,1064.90,0.35,1990.30,0.71,0.00,0.00,..,..
"2002","Viljandi maakond","Teravili",19304.50,..,433.60,0.10,718.70,0.33,15192.80,0.66,969.10,0.38,1990.30,0.71,0.00,0.00,..,..
"2002","Viljandi maakond","Kaunvili",262.70,..,4.80,0.06,8.20,0.82,249.70,0.92,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Viljandi maakond","Kartul",545.80,..,23.30,0.17,484.00,2.88,24.80,0.09,13.80,0.13,0.00,0.00,0.00,0.00,..,..
"2002","Viljandi maakond","Söödakultuurid",236.00,..,0.00,0.00,0.00,0.00,236.00,1.12,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Viljandi maakond","Tehnilised kultuurid",3375.50,..,178.90,0.10,53.60,0.77,3061.00,0.96,82.00,0.18,0.00,0.00,0.00,0.00,..,..
"2002","Viljandi maakond","Avamaaköögivili",83.30,..,2.40,0.23,0.00,0.00,80.90,3.10,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Viljandi maakond","Katmikkultuurid",1.00,..,1.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Viljandi maakond","Viljapuud ja marjapõõsad",10.90,..,2.70,0.30,5.20,0.35,3.10,3.14,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Viljandi maakond","Maasikad",6.90,..,1.40,0.28,4.30,0.87,1.20,1.09,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Viljandi maakond","Muud kultuurid",2056.40,..,0.90,0.24,0.00,0.00,2055.50,2.92,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Võru maakond","Kultuurid kokku",9587.50,..,620.00,0.17,1042.60,0.80,6617.90,0.74,363.50,0.17,943.60,0.78,0.00,0.00,..,..
"2002","Võru maakond","Teravili",5655.00,..,435.20,0.17,296.50,0.25,3638.40,0.53,341.30,0.18,943.60,0.78,0.00,0.00,..,..
"2002","Võru maakond","Kaunvili",143.00,..,0.30,0.06,0.00,0.00,142.70,2.43,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Võru maakond","Kartul",838.90,..,62.30,0.25,745.80,6.52,8.70,0.05,22.10,0.13,0.00,0.00,0.00,0.00,..,..
